Province,District,Ward,Road,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
Hồ Chí Minh,Quận 8,Phường 9,Đường Phạm Hùng,86,4,3,,,2,8,2,,,7.6
Long An,Bến Lức,#N/A,Dự án The Pearl Riverside,70,,,,,,4,4,Have certificate,,2.7
Hưng Yên,Văn Giang,Xã Long Hưng,Dự án The Empire - Vinhomes Ocean Park 2,120,5,,,,5,,,Have certificate,,10
Đà Nẵng,Thanh Khê,Phường Thanh Khê Tây,Đường Dũng Sĩ Thanh Khê,41.8,,,,,3,3,,,,2.85
Đà Nẵng,Thanh Khê,Phường Tân Chính,Đường Lê Duẩn,48.6,,,,,,2,2,,,2.95
Đà Nẵng,Hải Châu,Phường Hòa Cường Bắc,Đường Bình An 7,56,,7,Đông,,3,3,3,,,4.65
Đà Nẵng,Thanh Khê,Phường An Khê,Đường Hồ Tương,32,,15,,,3,3,4,,,3.6
Đồng Nai,Trảng Bom,#N/A,Xã Bình Minh,272,,,,,,4,5,,,4.5
Hà Nội,Đống Đa,Phường Hàng Bột,Phố Tôn Đức Thắng,42,5.6,3,Đông,Đông,5,3,4,Have certificate,Basic,8.5
Quảng Ninh,Cẩm Phả,Phường Cẩm Trung,Dự án Green Dragon City,114,6,36,Nam,Nam,5,,,Have certificate,,8.5
Hồ Chí Minh,Gò Vấp,Phường 12,Đường Bùi Quang Là,53,,5,Tây - Bắc,,2,4,3,Have certificate,,4.35
Hà Nội.,Nam Từ Liêm,Phường Đại Mỗ,Đường Ngọc Trục,33,3.3,3.5,,,4,4,4,Have certificate,,5.4
Hưng Yên,Văn Giang,Xã Nghĩa Trụ,Dự án The Crown - Vinhomes Ocean Park 3,68,4,13,Tây - Nam,Tây - Bắc,,,,Sale contract,,8.5
Hà Nội,Bắc Từ Liêm,Phường Cổ Nhuế 1,Phố Trần Cung,40,4.25,3,Tây - Nam,Tây - Nam,5,4,4,Have certificate,Full,6.3
Hồ Chí Minh,Bình Chánh,Xã Bình Hưng,Dự án KDC Bình Hưng,72,,10,,,3,4,4,Have certificate,,8.35
Hồ Chí Minh,Bình Tân,Phường Tân Tạo,Đường Lê Đình Cẩn,40,,6,,,1,2,2,Have certificate,Full,2.35
Hồ Chí Minh,Tân Bình,Phường 8,Đường Lạc Long Quân,20,,,,,3,2,2,Have certificate,Full,2.8
Hà Nội,Thanh Xuân,Phường Khương Đình,Ngõ 271,91,5,,,,,,,Sale contract,,3.5
Hà Nội,Thanh Trì,Xã Ngọc Hồi,Đường Lạc Thị,45,4,5,Đông - Nam,,5,,,,,4.5
Hồ Chí Minh,Thủ Đức,Phường Linh Trung,Đường 7,52,4.5,8,Bắc,Bắc,4,4,3,Have certificate,Basic,7.2
Hà Nội,Hà Đông,#N/A,Phường Yên Nghĩa,34,,,,,4,3,4,Have certificate,Full,2.95
Đà Nẵng,Cẩm Lệ,Phường Hòa Phát,Đường Lê Thạch,112.5,5,7.5,,,3,5,3,Have certificate,Full,4.9
Long An,Bến Lức,Xã An Thạnh,Dự án Waterpoint,225,12,,Đông - Nam,Đông - Nam,2,4,3,Sale contract,,9
Hà Nội,Chương Mỹ,#N/A,Xã Phụng Châu,34,4.25,3,Bắc,Bắc,3,3,3,Have certificate,Basic,2.1
Hồ Chí Minh,Bình Chánh,Xã Bình Chánh,Đường Trịnh Như Khuê,98.4,,12,Tây - Bắc,Tây - Bắc,1,3,2,Have certificate,Full,1.19
Hà Nội,Đống Đa,Phường Văn Chương,Phố Tôn Đức Thắng,20,3.6,15,Đông - Nam,Đông - Nam,4,3,,Have certificate,Basic,3.6
Hồ Chí Minh,Quận 1,Phường Phạm Ngũ Lão,Đường Tôn Thất Tùng,26.4,4,,Tây - Bắc,,3,2,1,,,3.85
Thanh Hóa,Thanh Hóa,Phường Quảng Thắng,Dự án Khu đô thị Xuân Hưng,75,5,7.5,,,4,,,Have certificate,,4.35
Hồ Chí Minh,Quận 12,Phường Hiệp Thành,551/263,60,5,9,Đông - Nam,,3,4,5,Have certificate,,5.6
Hồ Chí Minh,Thủ Đức,Phường Linh Trung,Đường Lê Văn Chí,51,4.2,12,Tây - Nam,Tây - Nam,2,3,4,Have certificate,Basic,6
Hà Nội,Hà Đông,Phường Văn Quán,Đường Trần Phú,35,,,,,3,,,Have certificate,,5.65
Hà Nội,Hà Đông,Phường Kiến Hưng,Tổ 9,34,8.1,,,,5,4,4,Have certificate,,8
Hà Nội,Hoài Đức,#N/A,Xã Đông La,40,3.7,4,Đông - Nam,Đông - Nam,6,4,4,Have certificate,Basic,3.25
Hà Nội,Đống Đa,Phường Thịnh Quang,Đường Thịnh Quang,55,,,,,6,8,6,Have certificate,Full,7.6
Bình Dương,Dĩ An,Phường An Bình,Dự án PiCity Sky Park,120,,,,,2,4,2,Have certificate,Basic,7.9
Hưng Yên,Văn Giang,Xã Long Hưng,Dự án The Empire - Vinhomes Ocean Park 2,56,,13,,,5,,,,,7.6
Bình Dương,Thuận An,Phường Bình Chuẩn,Dự án Cozy House Bình Dương,60,6,5,,,3,3,2,Have certificate,Basic,2.95
Hồ Chí Minh,Thủ Đức,Phường Hiệp Bình Chánh,Đường Quốc Lộ 13,60,4.5,6,,,4,4,4,Have certificate,Basic,6.5
Hà Nội,Huyện Hoài Đức,#N/A,Xã Đông La,40,,,,,4,4,4,Have certificate,Basic,2.5
Bình Dương,Thuận An,Phường An Phú,Dự án The Oasis,100,,20,Bắc,,3,4,3,Have certificate,Full,5.5
Hà Nội,Hoài Đức,Xã Vân Canh,Đường Tỉnh Lộ 422B,30,3.4,4,Tây - Nam,Tây - Nam,5,3,4,Have certificate,Full,4.1
Hồ Chí Minh,Quận 4,Phường 10,Đường Vĩnh Khánh,11,3,,,,3,2,2,Have certificate,Full,1.85
Hồ Chí Minh,Quận 12,Phường Tân Chánh Hiệp,Đường Nguyễn Ảnh Thủ,110,4.4,7,,,2,2,2,Have certificate,,5
Bắc Ninh,Từ Sơn,Phường Phù Chẩn,Dự án Centa City,135,,,,,3,,,,,7.55
Hồ Chí Minh,Gò Vấp,Phường 8,22/30,54,,5,,,4,4,4,,,5.7
Hà Nội,Huyện Chương Mỹ,#N/A,Xã Phụng Châu,40,,,,,4,4,4,Have certificate,Basic,1.95
Hồ Chí Minh,Bình Tân,Phường Bình Hưng Hòa B,Đường Hồ Văn Long,58.3,,12,Tây,Tây,3,4,5,Have certificate,Full,5.5
Hồ Chí Minh,Tân Bình,Phường 12,86,53,3.6,5,,,4,3,4,Have certificate,Basic,6.5
Hà Nội,Đống Đa,#N/A,Phường Thổ Quan,27,4.6,,,,6,,,,,7.5
Hồ Chí Minh,Gò Vấp,Phường 9,Đường Số 9,30,,8,,,2,2,2,,,3.75
Hồ Chí Minh,Quận 8,#N/A,Phường 7,101,9,,,,1,,,,,4.8
Hồ Chí Minh,Bình Thạnh,Phường 24,Hẻm 47/,20,,,,,2,2,2,Have certificate,Full,3.45
Hồ Chí Minh,Gò Vấp,Phường 9,Đường Phạm Văn Chiêu,72,,,,,5,4,4,Have certificate,,9.5
Thái Nguyên.,Phổ Yên,Xã Hồng Tiến,Dự án KĐT Việt Hàn,100,5,,,,,,,Have certificate,,3.3
Bình Thuận,Phan Thiết,Xã Tiến Thành,Dự án NovaWorld Phan Thiết,160,8,13,Đông - Nam,Tây - Bắc,2,4,4,Sale contract,,4.55
Bình Dương,Thuận An,Phường Bình Chuẩn,Dự án Lavela Garden,62,,22,Nam,Nam,2,3,3,Have certificate,Basic,2.8
Bà Rịa Vũng Tàu,Long Điền,Xã Long Điền,Đường 16,65,6,4,Bắc,,1,2,1,Have certificate,Basic,1.65
Hồ Chí Minh,Gò Vấp,Phường 9,Đường Nguyễn Văn Khối,48,,4,Tây - Nam,,4,3,4,Have certificate,Full,6.2
Hà Nội,Hà Đông,Phường Vạn Phúc,Đường Ngô Thì Sỹ,30.6,3,,,,,,,Have certificate,Full,6.5
Hà Nội,Quốc Oai,#N/A,Xã Đại Thành,45,4.3,5,Nam,Nam,3,3,3,Have certificate,Full,2.65
Hồ Chí Minh,Gò Vấp,Phường 16,Đường Thống Nhất,40,,4,Đông - Nam,,4,4,3,Have certificate,Full,5.6
Hà Nội,Hà Đông,Phường Quang Trung,Đường Quang Trung,24.3,2.38,,,,,,,Have certificate,,7.2
Hồ Chí Minh,Quận 3,Phường 13,Đường Lê Văn Sỹ,65,,,,,3,4,4,Have certificate,,10
Đồng Nai.,Biên Hòa,Phường Bửu Long,Đường Huỳnh Văn Nghệ,84,4.3,8,,,2,3,2,Have certificate,Full,2.45
Bắc Ninh,Từ Sơn,Phường Phù Chẩn,Dự án Centa Riverside,135,9,12,,,3,,,,,7.55
Hà Nội,Long Biên,Phường Thạch Bàn,Đường Thạch Bàn,31,3.6,3,Tây - Bắc,Tây - Bắc,5,4,3,Have certificate,Basic,4.55
Hà Nội,Cầu Giấy,Phường Mai Dịch,Phố Mai Dịch,38.1,8,,,,,,,Have certificate,,5.5
Hồ Chí Minh,Quận 10,Phường 13,Đường Cách Mạng Tháng Tám,60,6,3.5,Tây - Nam,,4,4,4,Have certificate,Basic,8
Hà Nội,Thanh Trì,Xã Tả Thanh Oai,Đường Cầu Tó,35,,,,,5,,,Have certificate,,2.85
Hồ Chí Minh,Hóc Môn,Xã Tân Hiệp,Đường Dương Công Khi,177,6.1,,,,2,3,4,Have certificate,Basic,5.46
Đồng Nai,Nhơn Trạch,Xã Vĩnh Thanh,Đường Hùng Vương,100,6,,,,2,2,1,Have certificate,Full,2.7
Hà Nội,Long Biên,#N/A,Phường Phúc Đồng,45,,,,,5,4,,,Full,4.45
Hồ Chí Minh,Quận 8,Phường 16,Đường An Dương Vương,84,7,10,Tây - Bắc,Tây - Bắc,3,8,6,Have certificate,,6.5
Hồ Chí Minh,Quận 2,#N/A,Phường An Phú,80,,6,,,3,5,5,Have certificate,Basic,6.9
Hồ Chí Minh,Quận 9,Phường Long Thạnh Mỹ,Dự án Vinhomes Grand Park,52,,,,,,1,1,Sale contract,,7
Hồ Chí Minh,Quận 9,#N/A,Phường Phước Bình,70,,,,,4,5,,Have certificate,,7.5
Hồ Chí Minh,Tân Phú,#N/A,Phường Phú Thạnh,58,,,,,3,3,3,Have certificate,Full,6.39
Hà Nội,Đông Anh,#N/A,Xã Kim Nỗ,67,,3,Đông,Đông,3,3,3,Have certificate,Full,4.5
Hà Nội,Long Biên,#N/A,Phường Thạch Bàn,60,,,,,4,4,,Have certificate,Basic,4.5
Hưng Yên,Văn Giang,Xã Nghĩa Trụ,Dự án The Crown - Vinhomes Ocean Park 3,64,,,,,,,,,,8.3
Long An,Bến Lức,Xã An Thạnh,Dự án Waterpoint,90,,,,,,,,,,3.3
Hồ Chí Minh,Thủ Đức,Phường Hiệp Bình Chánh,Đường Hiệp Bình,52,,,,,3,4,,,,5.3
Hà Nội,Hà Đông,#N/A,Phường Phú Lương,38,,3,Tây - Bắc,,4,5,4,,Full,4.35
Hà Nội,Hà Đông,#N/A,Phường Yên Nghĩa,41,,,,,4,5,3,Have certificate,,3.6
Đà Nẵng,Hải Châu,Phường Hòa Cường Bắc,386/24A Núi Thành,124,,,,,,4,2,,,6.3
Đà Nẵng,Liên Chiểu,Phường Hòa Minh,Đường Hoà Phú 28,92.5,6,6,Đông - Bắc,,3,3,4,Have certificate,,6.95
Hồ Chí Minh,Bình Tân,Phường Bình Trị Đông B,Đường Kinh Dương Vương,94,5.7,4,,,,,,Have certificate,,4.8
Hồ Chí Minh,Quận 3,Phường 5,Đường Nguyễn Đình Chiểu,45.5,3.7,,,,3,3,3,,Full,3.25
Hà Nội,Thanh Trì,Xã Tam Hiệp,Ngõ 298,35,4,5,Đông,Đông,4,4,3,Have certificate,Basic,6.5
Hà Nội,Hà Đông,#N/A,Phường Biên Giang,35,,,,,4,3,3,Have certificate,Basic,2.5
Đà Nẵng,Liên Chiểu,Phường Hòa Hiệp Nam,Xuân Thiều 25,85,6.08,4,Đông - Nam,,2,3,2,Have certificate,Basic,2.55
Hưng Yên,Văn Giang,Xã Nghĩa Trụ,Dự án The Crown - Vinhomes Ocean Park 3,60,4,13,Đông - Nam,Đông - Nam,5,5,5,Have certificate,Full,8.6
Hồ Chí Minh,Thủ Đức,Phường Tăng Nhơn Phú A,Đường 182,71,,4,,,2,2,2,Have certificate,Basic,4.9
Hà Nội,Cầu Giấy,#N/A,Phường Quan Hoa,43,3.6,4,,,4,2,3,Have certificate,Basic,8.65
Hà Nội,Hà Đông,Phường Mỗ Lao,Đường Trần Phú,39,4.6,,,,4,3,,Have certificate,,10
Hồ Chí Minh,Gò Vấp,Phường 14,Đường 53,64,5,10,Bắc,Bắc,4,4,5,Have certificate,,8
Long An,Thủ Thừa,Xã Bình An,Số 22 Đường Số 1,100,,6,Tây - Nam,Tây - Nam,,,,Have certificate,,1.7
Hồ Chí Minh,Gò Vấp,Phường 11,Đường Số 8,88.6,,,,,3,3,4,Have certificate,,9.5
Hà Nội,Đống Đa,Phường Thịnh Quang,Phố Thái Thịnh,24,4,3,,,4,2,3,Have certificate,Full,4.28
Hà Nội,Cầu Giấy,Phường Dịch Vọng,95 Cầu Giấy,40,4,,,,,,,Have certificate,Basic,7
Hà Nội,Đông Anh,#N/A,Xã Mai Lâm,52,5,,,,4,3,,,,4.2
Đà Nẵng,Liên Chiểu,Phường Hòa Minh,Đường Hoà Phú 28,92,5,6,Tây - Nam,,3,4,4,Have certificate,,6.95
Hồ Chí Minh,Quận 9,Phường Phú Hữu,Dự án Dragon Village,90,6,30,Đông - Nam,Đông - Nam,3,4,4,Have certificate,,5.95
Hồ Chí Minh,Quận 7,Phường Tân Phú,Đường Huỳnh Tấn Phát,102.6,7,3,Đông,Đông,1,2,2,Have certificate,Full,5.6
Đà Nẵng,Liên Chiểu,Phường Hòa Khánh Nam,Đường Khánh An 9,150,7.5,5.5,Tây - Nam,,3,4,4,Have certificate,Full,5
Hồ Chí Minh,Phú Nhuận,#N/A,Phường 13,62,4.3,,,,5,5,,Have certificate,Full,8.9
Thanh Hóa.,Thanh Hóa,Phường Đông Hải,Dự án Vinhomes Star City,180,,,,,,,,Have certificate,,10
Đồng Nai,Biên Hòa,Phường Bửu Long,Đường Huỳnh Văn Nghệ,198.5,9,10,Đông - Nam,Đông - Nam,2,4,3,Have certificate,Full,8
Thanh Hóa.,Thanh Hóa,Phường Đông Hải,Dự án Vinhomes Star City,150,10,,,,5,,,Have certificate,,10
Hà Nội,Chương Mỹ,#N/A,Chúc Sơn,31,,,,,3,3,3,Have certificate,Full,2.48
Hồ Chí Minh,Thủ Đức,Phường Hiệp Bình Phước,Đường Quốc Lộ 13,60,4,8,Tây - Bắc,,3,4,5,Have certificate,,7.45
Hà Nội,Hai Bà Trưng,Phường Thanh Lương,Ngõ 121.48,56,6,,,,4,4,4,Have certificate,Full,7.15
Hồ Chí Minh,Quận 1,Phường Cầu Kho,Đường Võ Văn Kiệt,54,4.85,2,,,2,3,2,Have certificate,Basic,7.5
Hà Nội,Hà Đông,Phường Dương Nội,Ngõ 291,30,3.25,,,,5,3,4,Have certificate,,4.25
Bà Rịa Vũng Tàu,Vũng Tàu,Phường 12,Dự án La Vida Residences,78.5,,,Tây - Bắc,,4,,,,,4.9
Hải Phòng,Thủy Nguyên,Xã Dương Quan,Dự án Centa City Hải Phòng,75,5,12,Nam,Nam,3,4,4,Have certificate,,4.25
Bình Dương,Dĩ An,Phường An Bình,Dự án PiCity Sky Park,108,,,,,,,,Have certificate,,7.7
Hồ Chí Minh,Tân Bình,Phường 13,Đường Thân Nhân Trung,59,5,5,,,3,9,9,Have certificate,Basic,6
Hồ Chí Minh,Quận 12,Phường Thạnh Xuân,Dự án PiCity High Park,100,,,,,,,,Have certificate,Full,7
Kiên Giang,Phú Quốc,Xã Gành Dầu,Dự án Vinpearl Phú Quốc,400,,,,,2,2,,,Full,8
Hồ Chí Minh,Gò Vấp,Phường 13,Đường Lê Đức Thọ,58,4,4,,,,5,5,Have certificate,Full,6.2
Hà Nội,Đống Đa,Phường Hàng Bột,Phố Tôn Đức Thắng,32,,,,,5,3,,Have certificate,Full,5.5
Hà Nội,Hoàng Mai,Phường Thanh Trì,Đường Thanh Lân,30,3.8,2,Tây,Tây,5,3,3,Have certificate,,4.6
Hồ Chí Minh,Bình Chánh,Xã Lê Minh Xuân,Đường Ấp 6,40,,,,,1,2,2,Have certificate,,1.3
Hà Nội,Long Biên,Phường Bồ Đề,Đường Ái Mộ,37,,,,,5,3,4,Have certificate,Full,7.3
Hưng Yên,Văn Giang,Xã Nghĩa Trụ,The Crown - Vinhomes Ocean Park 3,75,6,,Đông - Nam,,5,,,Sale contract,,10
Hưng Yên,Văn Giang,Xã Nghĩa Trụ,Dự án The Crown - Vinhomes Ocean Park 3,60,4,13,Tây - Bắc,Tây - Bắc,5,7,4,Have certificate,Basic,8.6
Bình Dương,Thủ Dầu Một,Phường Hòa Phú,Dự án Uni-town,100,36,36,Đông - Nam,Đông - Nam,3,4,2,Have certificate,,5
Hồ Chí Minh,Bình Tân,Phường Bình Trị Đông B,Đường Hồ Học Lãm,127,4.5,,,,2,3,2,Have certificate,Full,8.45
Hồ Chí Minh,Tân Bình,Phường 15,Đường Nguyễn Phúc Chu,48,4,,,,3,4,3,Have certificate,Full,5
Khánh Hòa,Nha Trang,Xã Vĩnh Hiệp,Dự án Vĩnh Điềm Trung,90.8,6,16,Đông - Bắc,Đông - Bắc,4,5,6,Have certificate,Full,8.5
Hà Nội,Hai Bà Trưng,Phường Minh Khai,Đường Trương Định,39,4.5,50,,,6,3,4,Have certificate,Basic,7.5
Hồ Chí Minh,Tân Bình,Phường 15,Đường Trần Thị Trọng,54,,,,,2,,,,,4.1
Hà Nội,Cầu Giấy,Phường Dịch Vọng,Đường Cầu Giấy,40,3.4,,,,4,4,5,,,8.15
Hồ Chí Minh,Quận 4,Phường 16,Đường Đoàn Văn Bơ,35,3.6,4,,,3,3,2,Have certificate,Full,3.75
Đà Nẵng,Cẩm Lệ,Phường Hòa An,Đường Tôn Đản,80,4,3.5,,,2,2,,Have certificate,,2.5
Hồ Chí Minh,Quận 7,Phường Tân Phú,Hẻm 1234,98.7,6,3,Đông - Nam,Đông - Nam,2,7,4,Have certificate,Basic,5.2
Hà Nội,Mê Linh,Thị trấn Quang Minh,Dự án Long Việt Riverside,70,5,11.5,,,4,,,,,5.6
Long An,Cần Giuộc,Thị trấn Cần Giuộc,Đường Quốc Lộ 50,75,5,30,,,2,3,2,Have certificate,Full,1.68
Hưng Yên,Văn Giang,Xã Nghĩa Trụ,Dự án The Crown - Vinhomes Ocean Park 3,105,6,13,Đông - Nam,Đông - Nam,,,,Have certificate,,9.8
Hồ Chí Minh,Tân Phú,Phường Phú Thọ Hòa,76/10/24 Đường Nguyễn Sơn,54,3.8,4,Tây,Tây,2,2,2,Have certificate,Full,5.65
Hà Nội,Hoài Đức,Xã Đông La,Phố Đồng Nhân,36,4,5,Đông - Bắc,Tây - Nam,3,3,3,Have certificate,Full,3
Hồ Chí Minh,Bình Thạnh,Phường 24,Đường Xô Viết Nghệ Tĩnh,70,5,,,,5,7,8,Have certificate,,6.9
Bình Dương,Thuận An,Phường Bình Chuẩn,Đường ĐT 743,60,,,,,3,4,4,,,3.7
Hà Nội,Ba Đình,Phường Ngọc Khánh,Đường Đê La Thành,32,,12,,,5,5,5,Have certificate,Basic,9.5
Hồ Chí Minh,Thủ Đức,Phường Tam Bình,Đường Số 12,60,4,5,Đông - Nam,,3,4,3,Have certificate,Full,5.2
Hà Nội,Tây Hồ,Phường Thụy Khuê,đường Võng Thị,33,3.3,2,Đông - Nam,,5,3,3,Have certificate,Full,7.5
Hồ Chí Minh,Quận 4,Phường 8,Đường Tôn Đản,49.5,4.5,4.3,Tây - Nam,,3,2,2,Have certificate,Full,4.15
Hà Nội,Hà Đông,Phường Yên Nghĩa,Đường Quang Trung,33,4.5,2.5,,,5,3,4,Have certificate,,3.65
Hà Nam,Kim Bảng,Thị trấn Ba Sao,Dự án Flamingo Golden Hill,105,7,15,Đông,Đông,4,6,4,Have certificate,Basic,6.7
Thanh Hóa,Thanh Hóa,Phường Quảng Thắng,Dự án Khu đô thị Xuân Hưng,60,5,7.5,Nam,Nam,4,,,Have certificate,,3.16
Thanh Hóa,Sầm Sơn,Xã Quảng Hùng,Dự án Vlasta Sầm Sơn,83,5,20.5,Đông - Bắc,Đông - Bắc,4,,,Have certificate,,6
Hồ Chí Minh,Quận 8,Phường 6,Dự án Green River quận 8,151,,,,,2,2,3,Have certificate,Basic,5.7
Hồ Chí Minh,Bình Tân,Phường An Lạc A,Đường 1A,68,4.5,,,,3,4,4,Have certificate,,6.7
Hà Nội,Bắc Từ Liêm,Phường Liên Mạc,Số 5 ngõ 7,41.5,6,,,,5,,,,,4.9
Hưng Yên,Văn Giang,Xã Long Hưng,Dự án The Empire - Vinhomes Ocean Park 2,56,4,13,Tây - Bắc,Tây - Bắc,5,7,4,,Basic,7.5
Hồ Chí Minh,Quận 10,Phường 15,Đường Đồng Nai,66,6,8,,,,5,4,Have certificate,Full,9.9
Hồ Chí Minh,Quận 8,Phường 16,Đường Phú Định,36,4,,,,3,4,3,Have certificate,,3.5
Hà Nội,Ba Đình,#N/A,Phường Phúc Xá,40,,,,,4,4,,Have certificate,Basic,8.5
Bắc Ninh,Từ Sơn,Phường Phù Chẩn,Dự án Centa City,120,,26,,,3,,,Have certificate,,7.54
Hà Nội,Hai Bà Trưng,Phường Vĩnh Tuy,Đường Dương Văn Bé,45,,3,,,4,5,4,Have certificate,Basic,6
Kiên Giang,Thành phố Phú Quốc,#N/A,Dự án Vinpearl Phú Quốc,360,,,,,1,2,2,Sale contract,Basic,8.9
Đồng Nai,Biên Hòa,Xã Long Hưng,Dự án Izumi City,123,11,60,,,3,,,,,5.7
Hà Nội,Cầu Giấy,Phường Quan Hoa,Đường Cầu Giấy,40,4.4,,,,4,3,3,Have certificate,Basic,9.9
Hưng Yên,Văn Giang,Xã Nghĩa Trụ,Dự án The Crown - Vinhomes Ocean Park 3,78,6,13,Đông - Nam,Đông - Nam,5,9,8,Sale contract,,9.45
Hưng Yên,Văn Giang,Xã Nghĩa Trụ,Dự án The Crown - Vinhomes Ocean Park 3,78,6,13,Tây - Nam,Tây - Nam,5,8,4,,,9.29
Bình Dương,Thuận An,Phường An Phú,Dự án The Oasis,129.5,,,,,2,,,,,5.1
Hà Nội,Nam Từ Liêm,Phường Đại Mỗ,Đường Quang Tiến,33,4,4,Nam,Nam,5,4,4,Have certificate,Full,5
Hồ Chí Minh,Bình Chánh,Xã Bình Chánh,Đường 1,75,5,8,Đông - Nam,Đông - Nam,2,3,2,Have certificate,Full,2.25
Hà Nội,Ba Đình,Phường Ngọc Khánh,Đường Đào Tấn,34,5,2,,,5,3,4,Have certificate,,5.95
Hà Nội,Nam Từ Liêm,Phường Tây Mỗ,Ngõ 124,45,3.5,7,Đông - Nam,Đông - Nam,4,5,4,,Full,4.5
Hồ Chí Minh,Bình Tân,Phường Bình Hưng Hòa B,Đường Hồ Văn Long,28,3.5,7,,,,,,Have certificate,,2.68
Hà Nội,Thanh Xuân,#N/A,Phường Khương Đình,37,,,,,3,2,,Have certificate,,5.5
Hồ Chí Minh,Tân Bình,Phường 12,Đường Bàu Cát 1,38,,,,,5,4,5,,,9.1
Hồ Chí Minh,Tân Bình,Phường 15,Đường Hoàng Bật Đạt,54,,5,,,4,4,5,Have certificate,,6.2
Hà Nội,Tây Hồ,Phường Yên Phụ,Đường An Dương,35,3.5,,,,5,,,Have certificate,,5.1
Hà Nội,Hai Bà Trưng,Phường Minh Khai,Đường Minh Khai,58,,,,,4,2,3,Have certificate,Basic,5.6
Hà Nội,Gia Lâm,Xã Kiêu Kỵ,Đường Kiêu Kỵ,45,4,5,,,2,,,Have certificate,,3.5
Hà Nội,Đống Đa,Phường Trung Liệt,Phố Thái Hà,45,6.2,4,,,5,5,5,Have certificate,Full,7.68
Hồ Chí Minh,Quận 12,Phường Tân Chánh Hiệp,Đường Lâm Thị Hố,126.2,5.6,12,,Đông - Bắc,1,2,1,,,6.9
Bình Dương,Dĩ An,#N/A,Phường Tân Đông Hiệp,173,5,5,,,,2,,Have certificate,,2.4
Hà Nội,Long Biên,Phường Thượng Thanh,Đường Thượng Thanh,55,,3.5,,,4,5,4,Have certificate,Full,5.5
Hải Phòng,Hồng Bàng,Phường Hạ Lý,Royal River City,75,5,7,,,5,5,5,Have certificate,,8.8
Hồ Chí Minh,Quận 8,Phường 1,Đường Phạm Thế Hiển,68,4,3,,,2,6,6,Have certificate,,4.95
Hồ Chí Minh,Thủ Đức,Phường Linh Đông,Đường Linh Đông,44,3.5,5,,,3,4,3,Have certificate,Basic,3.8
Hà Nội,Hà Đông,#N/A,Phường Kiến Hưng,35,,,,,5,3,,Have certificate,,4.7
Đồng Nai,Biên Hòa,Phường Bửu Long,Đường Huỳnh Văn Nghệ,90,,8,,,1,3,2,Have certificate,Full,2.13
Hà Nội,Hà Đông,Phường Phú Lãm,Đường Quốc lộ 21B,35,,,,,4,4,3,Have certificate,Full,3.3
Hà Nội,Thanh Xuân,Phường Thanh Xuân Trung,Phố Hạ Đình,30,,,,,5,3,,Have certificate,Full,3.88
Hà Nội,Nam Từ Liêm,Phường Đại Mỗ,Đường Quang Tiến,36,,5,,,5,4,4,Have certificate,Basic,5.65
Hà Nội,Thanh Xuân,Phường Nhân Chính,Phố Cự Lộc,38,,,,,6,4,3,Have certificate,Basic,6.25
Hà Nội,Đống Đa,Phường Quang Trung,Ngõ 165,37,,3,,,5,4,4,Have certificate,Full,6.5
Hồ Chí Minh,Gò Vấp,Phường 12,Đường Quang Trung,70,,,,,5,5,5,Have certificate,Full,6.01
Hồ Chí Minh,Quận 6,Phường 13,Đường Cư Xá Phú Lâm B,72,,,,,2,6,4,Have certificate,,6.75
Hà Nội,Long Biên,Phường Bồ Đề,Đường Ái Mộ,41,,2.8,,,5,3,4,Have certificate,Full,5.7
Hà Nội,Ba Đình,Phường Ngọc Hà,Đường Ngọc Hà,80,5,2,Đông,Đông,5,5,6,Have certificate,,9.5
Hà Nội,Tây Hồ,Phường Nhật Tân,Ngõ 374,98,6,5,Đông - Nam,,2,3,2,,,9.6
Hồ Chí Minh,Bình Tân,Phường Bình Trị Đông A,Đường Hương lộ 2,60,4,9,Đông,Đông,3,5,5,Have certificate,Basic,7.6
Bình Thuận,Phan Thiết,Xã Tiến Thành,Dự án NovaWorld Phan Thiết,120,,20,Đông - Bắc,Tây - Nam,2,3,3,Sale contract,,3.5
Hồ Chí Minh,Nhà Bè,Thị trấn Nhà Bè,1942,82.5,,,Đông - Nam,,2,3,2,Have certificate,Full,4.8
Hà Nội,Hà Đông,Phường Phúc La,Đường Phúc La,40,4.2,,,,5,6,4,Have certificate,Full,4.7
Bắc Ninh,Tiên Du,Xã Nội Duệ,Đường Quốc lộ 1A,81,4.5,9,Nam,Nam,5,5,5,,,5.8
Hà Nội,Chương Mỹ,Xã Phụng Châu,Đường Quốc lộ 6,35,4,4,Đông - Bắc,Đông - Bắc,3,4,3,Have certificate,Full,2.4
Hồ Chí Minh,Bình Thạnh,Phường 27,Đường Thanh Đa,157,10,3,Đông - Nam,Tây - Nam,4,7,7,Have certificate,Basic,10
Hà Nội,Hà Đông,Phường Kiến Hưng,Đường Mậu Lương,41,,,,,4,4,3,Have certificate,,5.15
Bình Thuận,Phan Thiết,#N/A,Xã Tiến Lợi,310,9.1,,,,,,,,,3.8
Hồ Chí Minh,Bình Tân,Phường Bình Trị Đông,530/Đường Tỉnh Lộ 10,66,4.1,7,,,4,5,6,Have certificate,Basic,6.8
