Province,District,Ward,Road,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
Hồ Chí Minh,Quận 2,Phường Bình Trưng Tây,Đường Nguyễn Duy Trinh,39.6,,3.0,Bắc,,2.0,2.0,2.0,,,3.5
giá 6ty,HCM,Gò Vấp,Bán nhà Huỳnh Văn Nghệ,63.0,,,,,3.0,4.0,5.0,,,6.8
Hà Nội.,Nam Từ Liêm,Phường Tây Mỗ,Đường Hữu Hưng,64.5,3.1,4.0,,,4.0,2.0,3.0,Have certificate,Full,7.2
Hồ Chí Minh,Tân Phú,Phường Hiệp Tân,Đường Huỳnh Văn Một,38.0,3.5,13.0,Đông - Bắc,Đông - Bắc,5.0,5.0,4.0,Have certificate,Basic,7.8
Hồ Chí Minh,Quận 6,Phường 12,Đường Hậu Giang,32.0,3.3,,,,2.0,2.0,2.0,Have certificate,Full,3.49
Bình Dương,Dĩ An,Phường Bình An,Dự án KDC Phú Hồng Thịnh 10,60.0,,12.0,,,4.0,4.0,6.0,Have certificate,Basic,5.5
Hồ Chí Minh,Tân Phú,Phường Hiệp Tân,Đường Tô Hiệu,60.0,4.0,6.0,,,2.0,3.0,3.0,Have certificate,,6.2
Đà Nẵng,Hải Châu,Phường Nam Dương,Đường Hoàng Diệu,55.0,,10.0,,,3.0,3.0,3.0,Have certificate,Full,8.0
Hồ Chí Minh,Quận 10,Phường 14,Đường Tô Hiến Thành,31.0,6.2,,,,3.0,,,Have certificate,,6.8
Hồ Chí Minh,Bình Thạnh,Phường 13,Đường Bình Lợi,45.0,,4.0,,,2.0,3.0,2.0,Have certificate,,6.3
Hồ Chí Minh,Quận 6,Phường 13,Đường Cư Xá Phú Lâm B,84.0,4.2,8.0,Đông - Bắc,Đông - Bắc,2.0,7.0,7.0,Have certificate,Full,6.8
Hồ Chí Minh,Quận 8,Phường 3,Đường Âu Dương Lân,57.0,3.6,5.0,,,2.0,2.0,2.0,Have certificate,Basic,6.5
Hồ Chí Minh,Tân Phú,Phường Tân Quý,Đường Gò Dầu,106.0,4.0,6.0,,,3.0,6.0,3.0,Have certificate,,7.9
Bình Dương,Dĩ An,,Phường Tân Đông Hiệp,60.4,4.0,8.0,,,2.0,3.0,2.0,Have certificate,Full,2.6
Đà Nẵng,Ngũ Hành Sơn,Phường Mỹ An,Đường Hồ Xuân Hương,120.0,6.2,5.0,,,1.0,,,Have certificate,Full,5.9
Hồ Chí Minh,Thủ Đức,Phường Linh Trung,Đường Lê Văn Chí,58.0,4.2,9.0,,,3.0,3.0,4.0,Have certificate,Basic,6.1
Hà Nội,Long Biên,Phường Đức Giang,Đường Ô Cách,105.0,4.0,5.0,Đông - Nam,Tây - Nam,4.0,4.0,3.0,Have certificate,Full,10.0
Hồ Chí Minh,Quận 10,Phường 15,Đường Tô Hiến Thành,38.0,3.5,2.5,,,2.0,2.0,2.0,Have certificate,,5.8
Hải Phòng,Hải An,Phường Đằng Hải,Đường Lê Hồng Phong,106.0,5.5,,Tây,,5.0,5.0,6.0,,,9.0
Hải Phòng,Ngô Quyền,Phường Vạn Mỹ,Phố Đà Nẵng,86.9,,,Đông,,3.0,3.0,2.0,,,3.48
Hồ Chí Minh,Quận 4,Phường 3,Đường Tôn Thất Thuyết,42.0,5.5,8.0,,,5.0,6.0,6.0,Have certificate,Full,9.0
Hà Nội,Long Biên,Phường Long Biên,Đường Đàm Quang Trung,34.0,5.1,2.7,Bắc,Bắc,5.0,3.0,4.0,Have certificate,Basic,4.9
Hà Nội,Hai Bà Trưng,Phường Vĩnh Tuy,Đường Minh Khai,36.0,4.2,3.0,,,5.0,3.0,4.0,Have certificate,,7.35
Hà Nội,Quốc Oai,,Xã Đại Thành,40.0,,,,,4.0,4.0,3.0,Have certificate,Basic,2.0
Đà Nẵng,Liên Chiểu,Phường Hòa Minh,Đường Hồ Tùng Mậu,87.0,4.5,10.5,Tây - Bắc,,2.0,2.0,2.0,Have certificate,Basic,5.5
Hồ Chí Minh,Bình Tân,Phường Tân Tạo,Đường Lê Đình Cẩn,54.8,,,,,2.0,3.0,2.0,Have certificate,Basic,3.6
Hà Nội,Long Biên,Phường Thạch Bàn,Đường Thạch Bàn,36.0,5.0,4.0,Đông - Nam,Đông - Nam,5.0,3.0,3.0,Have certificate,Full,3.7
Hà Nội,Ba Đình,Phường Cống Vị,Đường Đội Cấn,42.0,,,,,,,,,,6.3
Hà Nội,Đống Đa,Phường Thịnh Quang,Đường Thịnh Quang,60.0,3.52,2.0,,,4.0,5.0,3.0,Have certificate,Basic,7.98
Hưng Yên,Văn Giang,Xã Long Hưng,Dự án The Empire - Vinhomes Ocean Park 2,84.0,6.5,13.0,Tây - Bắc,Đông - Nam,5.0,,,Sale contract,,8.6
Hải Phòng,Hải An,Phường Đằng Lâm,Phố Tây Trung Hành,52.0,4.0,12.0,Tây - Bắc,Tây - Bắc,4.0,4.0,4.0,Have certificate,Full,6.5
Long An,Cần Giuộc,Xã Long Hậu,Dự án KDC Long Hậu,90.0,,,Đông - Nam,,1.0,3.0,2.0,Have certificate,,2.65
Hồ Chí Minh,Bình Thạnh,Phường 26,Đường Xô Viết Nghệ Tĩnh,35.0,,,,,2.0,3.0,2.0,Have certificate,,4.9
Hà Nội,Hà Đông,Phường La Khê,Đường Quang Trung,33.0,4.5,10.0,,,5.0,4.0,4.0,Have certificate,Full,3.9
Hồ Chí Minh,Thủ Đức,Phường Tam Phú,Đường Cây Keo,50.8,,,,,4.0,3.0,3.0,Have certificate,,5.45
Hải Phòng,Kiến An,Phường Nam Sơn,Đường Trần Nhân Tông,121.0,4.0,,Đông - Nam,,2.0,,,,,6.0
Hồ Chí Minh,Tân Phú,Phường Phú Thọ Hòa,Đường Lê Lư,81.0,,,,,,,,Have certificate,,7.7
Hà Nội,Đống Đa,Phường Hàng Bột,Ngõ Văn Hương,35.0,3.5,3.0,,,5.0,7.0,4.0,Have certificate,Full,6.95
Hà Nội.,Nam Từ Liêm,Phường Cầu Diễn,Đường Hàm Nghi,36.0,3.5,4.0,,,6.0,4.0,5.0,Have certificate,Full,9.95
Hồ Chí Minh,Quận 12,Phường Thạnh Lộc,Đường Thạnh Lộc 29,55.0,4.0,12.0,Tây - Nam,Tây - Nam,4.0,4.0,6.0,Have certificate,Full,7.4
Hồ Chí Minh,Tân Phú,Phường Phú Thạnh,Đường Phú Thọ Hòa,37.0,4.1,2.0,Nam,Nam,2.0,2.0,2.0,Have certificate,Full,3.6
Hà Nội,Bắc Từ Liêm,Phường Xuân Đỉnh,Đường Phạm Văn Đồng,43.0,,,,,5.0,,,Have certificate,Full,8.2
Hưng Yên,Văn Giang,Xã Long Hưng,Dự án The Empire - Vinhomes Ocean Park 2,64.0,4.0,,Đông - Nam,Đông - Nam,5.0,6.0,5.0,Have certificate,,7.2
Hà Nội,Hoài Đức,Xã Đông La,Phố Đồng Nhân,35.0,3.5,3.0,,,4.0,4.0,3.0,Have certificate,Full,2.5
Hà Nội,Tây Hồ,Phường Phú Thượng,Đường An Dương Vương,34.0,3.0,3.0,,,5.0,3.0,4.0,Have certificate,Full,5.1
Hà Nội,Gia Lâm,,Xã Yên Thường,70.0,4.0,20.0,,,3.0,3.0,3.0,Have certificate,Full,5.5
Hà Nội,Thanh Xuân,Phường Thượng Đình,Đường Nguyễn Trãi,40.0,,,,,4.0,4.0,,Have certificate,,4.45
Hồ Chí Minh,Bình Tân,Phường An Lạc,Đường Kinh Dương Vương,95.0,4.0,5.0,Đông - Bắc,,3.0,4.0,3.0,Have certificate,,5.95
Bình Dương,Thủ Dầu Một,Phường Hòa Phú,Dự án Midori Park,114.0,,,,,4.0,,,Sale contract,,9.2
Hồ Chí Minh,Hóc Môn,Xã Bà Điểm,Đường Hưng Lân,130.0,6.5,4.0,Đông - Bắc,,,2.0,1.0,Have certificate,,4.95
Hồ Chí Minh,Quận 9,Phường Trường Thạnh,Dự án Đông Tăng Long,160.0,8.0,12.0,Đông,Nam,3.0,4.0,5.0,Have certificate,,9.1
Hồ Chí Minh,Bình Tân,,Phường Bình Hưng Hòa,66.0,6.0,5.0,,,,3.0,,Have certificate,,5.49
Hà Nội,Đống Đa,Phường Ô Chợ Dừa,Phố Hoàng Cầu,24.0,4.0,,,,4.0,3.0,3.0,Have certificate,Full,4.8
Hồ Chí Minh,Quận 6,Phường 7,Đường Bình Tiên,44.0,4.0,6.0,,,3.0,,,,,5.0
Hồ Chí Minh,Nhà Bè,Xã Nhơn Đức,Đường Nguyễn Bình,100.0,,,,,3.0,4.0,4.0,Have certificate,Full,5.0
Hồ Chí Minh,Quận 11,Phường 14,Đường Ông Ích Khiêm,75.0,5.0,,,,2.0,3.0,4.0,Have certificate,Full,6.2
Hà Nội,Hoài Đức,Xã La Phù,Đường Hoa Thám,33.0,4.0,5.0,Đông - Bắc,Đông - Bắc,5.0,3.0,4.0,Have certificate,Full,3.2
Hà Nội,Hà Đông,Phường Quang Trung,Đường Ngô Quyền,60.0,3.5,,Đông - Nam,,4.0,4.0,3.0,Have certificate,Basic,8.0
Hồ Chí Minh,Quận 6,Phường 12,Đường Hậu Giang,57.0,4.6,4.0,,,2.0,2.0,2.0,Have certificate,Full,4.7
Cần Thơ,Cái Răng,,Phú Thứ,95.0,5.0,,Đông - Nam,,4.0,,,Have certificate,,4.8
Hồ Chí Minh,Quận 8,Phường 7,Dự án KDC Chợ Bình Điền,80.0,5.0,12.0,,,3.0,7.0,7.0,Have certificate,,6.3
Hồ Chí Minh,Bình Tân,Phường Bình Trị Đông B,Đường Số 25A,84.0,4.0,12.0,Bắc,Đông - Bắc,3.0,3.0,4.0,Have certificate,Full,9.3
Bình Dương,Thủ Dầu Một,,Phường Tân An,148.8,5.0,4.0,,,,2.0,1.0,,,1.7
Hồ Chí Minh,Quận 7,Phường Phú Thuận,Đường Huỳnh Tấn Phát,104.0,6.0,,,,3.0,6.0,,Have certificate,,5.5
Đồng Nai,Biên Hòa,Phường Tam Hiệp,Đường Phạm Văn Thuận,57.4,,,,,,3.0,,,,3.99
Hà Nam,Phủ Lý,Xã Tiên Hiệp,Dự án Sun Group Hà Nam,80.0,,,Nam,Nam,5.0,7.0,7.0,Sale contract,,5.0
Hồ Chí Minh,Quận 10,Phường 14,Đường Nguyễn Ngọc Lộc,38.0,,3.0,,,4.0,,,Have certificate,,4.65
Bình Dương,Dĩ An,Phường Đông Hòa,Đường Trần Văn Ơn,60.0,5.0,8.0,Bắc,Bắc,3.0,3.0,3.0,Have certificate,Full,4.7
Hồ Chí Minh,Gò Vấp,Phường 17,Đường Lê Đức Thọ,44.0,,,,,2.0,3.0,3.0,,,4.95
Hồ Chí Minh,Quận 12,Phường An Phú Đông,Hẻm 140/98,54.96,4.0,5.0,Bắc,Bắc,1.0,2.0,2.0,Have certificate,,4.3
Hà Nội,Bắc Từ Liêm,Phường Xuân Đỉnh,Đường Xuân Đỉnh,55.0,5.0,4.0,,,5.0,6.0,4.0,Have certificate,Full,7.6
Long An,Cần Giuộc,Xã Tân Kim,Đường Quốc Lộ 50,85.0,5.0,5.0,,,2.0,4.0,3.0,Have certificate,,1.5
Hồ Chí Minh,Quận 12,Phường Thạnh Xuân,Đường Tô Ngọc Vân,64.0,4.0,8.0,Tây - Bắc,,5.0,4.0,6.0,Have certificate,Full,6.8
Hà Nội,Thạch Thất,Xã Thạch Hòa,Dự án KĐT Phú Cát City,183.0,10.0,10.0,Tây - Nam,Đông - Nam,,,,Have certificate,,9.2
Hà Nội,Hoàn Kiếm,Phường Hàng Bài,Đường Lương Ngọc Quyến,16.0,4.0,1.0,Tây - Nam,,5.0,3.0,4.0,Have certificate,Full,5.7
Quảng Ninh,Hạ Long,Phường Giếng Đáy,Khu phố 3A,125.4,6.0,8.0,Đông - Nam,Đông - Nam,2.0,2.0,2.0,Have certificate,Basic,3.66
Hà Nội,Long Biên,Phường Sài Đồng,Đường Nguyễn Văn Linh,40.0,,2.3,,,5.0,5.0,5.0,Have certificate,Full,5.2
Hà Nội,Thanh Xuân,Phường Khương Trung,Đường Nguyễn Trãi,48.0,4.0,,,,,4.0,,Have certificate,,7.75
Đồng Nai,Biên Hòa,Phường Tam Hiệp,Đường Phạm Văn Thuận,68.0,4.0,5.0,,,2.0,3.0,2.0,Have certificate,,3.35
Hồ Chí Minh,Bình Tân,Phường Bình Hưng Hòa,Đường Mã Lò,65.0,4.0,5.0,,,3.0,4.0,3.0,Have certificate,Basic,4.5
Hà Nội,Tây Hồ,Phường Xuân La,Đường Võ Chí Công,33.0,4.0,,,,5.0,3.0,4.0,Have certificate,Full,6.1
Hà Nội,Long Biên,Phường Việt Hưng,Đường Kim Quan,60.0,,,,,4.0,4.0,3.0,,,5.89
Hồ Chí Minh,Quận 7,Phường Phú Thuận,Dự án An Gia Skyline,81.2,,,,,,,,Have certificate,,10.0
Hồ Chí Minh,Bình Thạnh,Phường 25,31/35/15,52.0,5.0,12.0,Đông - Nam,Đông - Nam,2.0,3.0,3.0,Have certificate,Full,7.9
Lâm Đồng,Đà Lạt,Phường 8,Đường Nguyễn Hữu Cảnh,150.0,6.0,9.0,,,2.0,5.0,5.0,Have certificate,Full,10.0
Hà Nội.,Nam Từ Liêm,Phường Phú Đô,Đường Phú Đô,30.0,,,,,4.0,4.0,3.0,Have certificate,Full,5.2
Hồ Chí Minh,Quận 2,Phường Cát Lái,Đường Lê Văn Thịnh,104.0,,,,,2.0,4.0,4.0,Have certificate,,7.7
Hồ Chí Minh,Quận 12,Phường Thới An,Đường Trần Thị Cờ,113.0,5.0,20.0,,,1.0,2.0,2.0,,,7.8
Hà Nội,Hoàng Mai,Phường Hoàng Liệt,Đường Bằng Liệt,40.0,,,,,4.0,4.0,2.0,,Full,6.6
Đà Nẵng,Ngũ Hành Sơn,Phường Mỹ An,Đường An Thượng 18,45.0,5.0,,,,2.0,2.0,2.0,Have certificate,Full,4.35
Hà Nam,Phủ Lý,Xã Tiên Hiệp,Dự án Sun Group Hà Nam,60.0,4.0,,Đông - Nam,,4.0,6.0,6.0,,,4.5
Hà Nội,Cầu Giấy,Phường Quan Hoa,Ngõ 79,42.5,,,,,5.0,6.0,4.0,Have certificate,Full,8.65
Thái Bình,Thái Bình,Phường Quang Trung,Đường Chu Văn An,67.0,4.2,7.0,,,3.0,3.0,3.0,Have certificate,Basic,4.3
Hồ Chí Minh,Quận 12,Phường Tân Thới Hiệp,Đường Dương Thị Mười,132.0,5.5,10.0,,,1.0,1.0,1.0,Have certificate,Basic,7.0
Hồ Chí Minh,Tân Phú,Phường Hiệp Tân,Đường Tô Hiệu,70.0,4.0,8.0,,,,,,Have certificate,Full,7.89
Hồ Chí Minh,Quận 9,Phường Phước Long B,Dự án Rio Vista,75.0,,,,,3.0,,,,,8.12
Hà Nội,Hoàng Mai,Phường Định Công,Đường Định Công Thượng,54.0,4.0,5.0,Tây - Bắc,Tây - Bắc,5.0,6.0,4.0,Have certificate,Full,8.1
Hồ Chí Minh,Quận 10,Phường 4,312/3,30.0,6.0,6.0,Đông - Bắc,Đông - Bắc,3.0,3.0,2.0,Have certificate,Basic,5.0
Hồ Chí Minh,Quận 7,Phường Tân Thuận Đông,Đường Trần Trọng Cung,24.1,4.0,3.0,,,2.0,2.0,1.0,Have certificate,Full,2.85
Hà Nội,Hoàn Kiếm,,Phường Đồng Xuân,20.0,,,,,5.0,,,Have certificate,,5.6
Hồ Chí Minh,Bình Tân,Phường Bình Hưng Hòa A,Số 1E,80.0,4.0,12.0,Bắc,Bắc,5.0,5.0,7.0,Have certificate,Full,8.7
Hà Nội,Đống Đa,Phường Khương Thượng,Phố Khương Thượng,20.0,,,,,5.0,3.0,4.0,Have certificate,,2.7
Hà Nội,Ba Đình,Phường Đội Cấn,Ngõ 266,42.0,,,,,4.0,4.0,5.0,Have certificate,Basic,6.3
Hồ Chí Minh,Gò Vấp,Phường 14,16/2B,46.8,4.2,8.0,Tây - Bắc,,4.0,4.0,5.0,,,7.8
Hồ Chí Minh,Bình Tân,Phường Bình Hưng Hòa B,Đường Liên khu 4-5,40.0,4.0,8.0,,,3.0,2.0,3.0,Have certificate,Basic,3.2
Hà Nội,Gia Lâm,Xã Dương Quang,Phố Dương Quang,50.0,,,,,,,,,,2.55
Hà Nội,Thanh Xuân,Phường Khương Đình,Đường Nguyễn Trãi,55.0,,,,,,3.0,,,,2.2
Hồ Chí Minh,Bình Thạnh,Phường 5,Đường Nguyễn Văn Đậu,64.0,,,,,4.0,4.0,5.0,Have certificate,,8.48
Đà Nẵng,Thanh Khê,Phường Tân Chính,K285/28A Lê Duẩn,40.0,,2.0,Bắc,,3.0,2.0,2.0,,,2.83
Hồ Chí Minh,Tân Phú,,Phường Phú Trung,48.0,4.0,4.0,,,3.0,4.0,3.0,Have certificate,Basic,4.0
Hồ Chí Minh,Phú Nhuận,Phường 1,HXH 330/,57.4,,,,,3.0,3.0,2.0,Have certificate,Basic,4.05
Hải Phòng,Hải An,Phường Đông Hải 1,Đường Bùi Thị Tự Nhiên,65.0,4.5,5.0,Đông - Bắc,Đông - Bắc,4.0,4.0,5.0,Have certificate,Basic,6.3
Hồ Chí Minh,Thủ Đức,Phường Linh Trung,Đường Số 7,90.0,4.7,5.0,Tây - Bắc,,,4.0,4.0,Have certificate,,5.9
Hồ Chí Minh,Bình Thạnh,Phường 21,Đường Xô Viết Nghệ Tĩnh,93.0,4.0,5.0,,,2.0,5.0,5.0,Have certificate,Full,9.79
Hồ Chí Minh,Thủ Đức,Phường Hiệp Bình Phước,Đường 8,64.0,4.0,6.0,Tây - Nam,Tây - Nam,3.0,4.0,4.0,Have certificate,Full,7.6
Hồ Chí Minh,Tân Phú,Phường Tân Sơn Nhì,Đường Trần Tấn,76.4,10.2,6.0,Đông,Đông,1.0,2.0,1.0,Have certificate,Full,7.6
Hồ Chí Minh,Tân Bình,Phường 10,Đường Ni Sư Huỳnh Liên,68.89,,,,,3.0,9.0,,Have certificate,,5.9
Hồ Chí Minh,Gò Vấp,Phường 17,Đường Lê Đức Thọ,40.0,,3.0,,,3.0,3.0,2.0,Have certificate,Basic,4.5
Đồng Nai,Nhơn Trạch,Xã Phú Thạnh,Dự án Swan Park,107.1,,,Bắc,Bắc,3.0,,,Sale contract,,4.0
Lâm Đồng,Bảo Lộc,Phường 2,Đường Mạc Đĩnh Chi,250.0,10.0,7.0,Đông - Nam,Đông - Nam,,3.0,3.0,Have certificate,Full,3.49
Đồng Nai.,Biên Hòa,Phường Hóa An,Đường Nguyễn Thị Tồn,50.0,,,,,2.0,,,,,1.33
Hà Nội,Tây Hồ,Phường Xuân La,Đường Xuân La,40.0,,,,,5.0,,,Have certificate,Full,5.9
Hà Nội,Cầu Giấy,Phường Dịch Vọng,Đường Trần Quốc Vượng,40.0,3.5,2.5,,,4.0,5.0,3.0,Have certificate,,8.95
Hồ Chí Minh,Tân Bình,Phường 13,Đường Hoàng Hoa Thám,60.0,3.5,,,,4.0,4.0,5.0,,,9.1
Hồ Chí Minh,Bình Thạnh,Phường 5,Đường Nguyễn Văn Đậu,63.0,,,,,4.0,4.0,5.0,Have certificate,Full,8.5
Hồ Chí Minh,Thủ Đức,Phường Bình Thọ,Đường Võ Văn Ngân,54.1,6.25,7.0,Đông,Đông,3.0,4.0,3.0,Have certificate,Full,7.2
Hà Nội,Đống Đa,Phường Trung Liệt,Phố Thái Hà,65.0,,,,,5.0,9.0,,Have certificate,,9.9
Hồ Chí Minh,Quận 8,,Phường 7,101.0,9.0,,,,1.0,,,,,4.8
Hồ Chí Minh,Tân Phú,Phường Tây Thạnh,Đường Tây Thạnh,85.0,,,,,3.0,4.0,4.0,Have certificate,,7.2
Đồng Nai,Biên Hòa,Phường Hóa An,Đường Nguyễn Thị Tồn,60.0,4.0,5.0,,,1.0,2.0,2.0,Have certificate,Full,1.3
Hà Nội,Hà Đông,Phường Vạn Phúc,Phố Cầu Am,33.0,,,,,4.0,4.0,4.0,Have certificate,Full,5.98
Hồ Chí Minh,Nhà Bè,Xã Phú Xuân,Đường Huỳnh Tấn Phát,72.8,,12.0,,,1.0,2.0,2.0,Have certificate,Basic,5.2
Hà Nội,Ba Đình,Phường Liễu Giai,Đường Đội Cấn,40.0,3.5,3.5,Nam,Nam,5.0,4.0,5.0,Have certificate,,6.3
Hồ Chí Minh,Tân Bình,Phường 3,Đường Phạm Văn Hai,45.0,,3.0,,,4.0,4.0,,Have certificate,Basic,5.7
Hà Nội,Đống Đa,,Nam Đồng,40.0,,,,,6.0,2.0,1.0,Have certificate,,5.0
Hà Nội,Hà Đông,Phường Phú La,Đường Văn Phú,37.0,5.25,2.2,Tây,Tây,4.0,3.0,3.0,Have certificate,Full,5.6
Hà Nội,Nam Từ Liêm,Phường Mỹ Đình 2,Đường Thiên Hiền,45.0,4.5,,,,5.0,4.0,,Have certificate,Full,7.8
Hà Nội,Nam Từ Liêm,,Phường Phú Đô,45.0,4.0,,,,5.0,7.0,7.0,Have certificate,Full,7.5
Hồ Chí Minh,Gò Vấp,Phường 17,Đường Số 5,44.0,4.0,4.0,,,2.0,2.0,,Have certificate,,4.95
Thừa Thiên Huế,Hương Thủy,Xã Thuỷ Vân,Dự án BGI Topaz Downtown,112.0,,26.0,Nam,Tây - Nam,3.0,4.0,4.0,Have certificate,,6.0
Hà Nội,Hà Đông,Phường Yên Nghĩa,Ngõ 65,60.0,,,Tây - Bắc,,3.0,3.0,2.0,Have certificate,,6.2
Lâm Đồng,Đà Lạt,Phường 11,Đường Nam Hồ,250.0,,5.0,,,2.0,5.0,5.0,,,6.6
Hồ Chí Minh,Bình Thạnh,Phường 11,264/16,36.9,,,Đông - Nam,Đông - Nam,2.0,2.0,2.0,Have certificate,,4.8
Hà Nội,Hà Đông,Phường La Khê,Đường Bờ Hội,35.0,3.5,3.0,Bắc,Bắc,5.0,3.0,4.0,Have certificate,Full,5.8
Hồ Chí Minh,Quận 12,Phường Tân Thới Hiệp,Đường Tân Thới Hiệp 15,52.0,,,,,,2.0,3.0,Have certificate,,1.48
Hồ Chí Minh.,Quận 5,Phường 7,Đường Huỳnh Mẫn Đạt,56.0,,,,,3.0,3.0,4.0,Have certificate,Basic,2.17
Hà Nội,Bắc Từ Liêm,Phường Thụy Phương,Đường Thụy Phương,38.0,,,Tây - Bắc,,4.0,4.0,4.0,Have certificate,Full,4.79
Hà Nội,Chương Mỹ,Thị trấn Chúc Sơn,Dự án Lộc Ninh Singashine,67.5,45.0,6.0,,,,,,Have certificate,,6.95
Hồ Chí Minh,Gò Vấp,Phường 12,Đường Bùi Quang Là,52.0,4.5,4.5,Bắc,Bắc,4.0,4.0,5.0,Have certificate,Full,7.26
Bình Dương,Dĩ An,Phường Dĩ An,Phố Lý Thường Kiệt,72.1,,3.0,,,1.0,1.0,1.0,Have certificate,Basic,2.35
Hồ Chí Minh,Tân Phú,Phường Phú Thọ Hòa,Đường Vườn Lài,80.0,,8.0,,,3.0,,,,,9.6
Thanh Hóa,Thanh Hóa,Phường Đông Cương,Đường 6,72.0,6.5,10.0,Bắc,,3.0,5.0,3.0,Have certificate,,3.35
Hồ Chí Minh,Quận 12,Phường Thạnh Lộc,Đường Vườn Lài,64.0,4.0,7.0,Đông - Bắc,Đông - Bắc,3.0,3.0,3.0,Have certificate,Full,4.85
Bà Rịa Vũng Tàu,Long Điền,Xã Long Điền,Đường 16,85.0,5.0,5.0,Bắc,,1.0,2.0,1.0,Have certificate,Basic,1.65
Hưng Yên,Văn Giang,Xã Long Hưng,Dự án The Empire - Vinhomes Ocean Park 2,48.0,,,,Đông - Nam,5.0,6.0,4.0,,,5.4
Hà Nội,Thanh Xuân,Phường Khương Đình,Đường Khương Đình,39.0,,,,,,,,Have certificate,,4.35
Hồ Chí Minh,Quận 9,Phường Tân Phú,Dự án Topaz Home 2,112.0,,,,,,3.0,2.0,Sale contract,,4.4
Hồ Chí Minh,Gò Vấp,Phường 9,498/13/20,48.0,4.0,5.0,,,4.0,3.0,4.0,Have certificate,Full,6.2
Hòa Bình,Hòa Bình,Phường Phương Lâm,Đường Trần Hưng Đạo,70.0,3.5,,Đông - Nam,Đông - Nam,3.0,4.0,3.0,Have certificate,Basic,5.0
Hà Nội,Hà Đông,Phường Vạn Phúc,Phố Vạn Phúc,34.0,,,,,5.0,4.0,,Have certificate,,7.7
Quảng Ninh,Hạ Long,Phường Hồng Hà,Dự án FLC Hạ Long,135.0,,,,,,,,Sale contract,,8.5
Hồ Chí Minh,Quận 6,Phường 13,Đường Cư Xá Phú Lâm B,68.0,4.0,,,,2.0,,,,,8.7
Hồ Chí Minh,Quận 10,Phường 14,Đường Tô Hiến Thành,30.66,4.1,3.4,,,3.0,2.0,3.0,Have certificate,,6.0
Hà Nội,Hà Đông,Phường Nguyễn Trãi,Đường Tô Hiệu,50.0,,,,,4.0,5.0,5.0,Have certificate,Full,9.9
Hồ Chí Minh,Bình Tân,Phường Bình Hưng Hòa,Đường Số 8,110.0,,,,,3.0,3.0,3.0,,,6.8
Hồ Chí Minh,Gò Vấp,Phường 6,Đường Nguyễn Oanh,43.0,7.75,5.0,,,5.0,3.0,4.0,,,7.5
Hà Nội,Long Biên,Phường Bồ Đề,Đường Lâm Du,35.0,3.5,,,,5.0,,,,,7.24
Hồ Chí Minh,Thủ Đức,Phường Linh Tây,Đường Số 9,75.7,6.65,4.0,,,,,,,,5.4
Hồ Chí Minh,Bình Thạnh,Phường 11,Đường Nguyễn Văn Đậu,87.0,,,,,3.0,3.0,4.0,,Full,10.0
Hà Nội,Hoàng Mai,Phường Đại Kim,Đường Kim Giang,45.0,,,Tây - Bắc,,5.0,7.0,4.0,Have certificate,Full,6.85
Hồ Chí Minh,Quận 8,Phường 7,Dự án Phú Lợi,84.0,4.0,20.0,Tây - Bắc,Tây - Bắc,3.0,4.0,4.0,Have certificate,Full,6.5
Hà Nội,Hoàng Mai,Phường Thịnh Liệt,Đường Thịnh Liệt,25.0,,2.0,Đông - Nam,,4.0,2.0,3.0,Have certificate,Full,3.1
Hồ Chí Minh,Bình Tân,Phường Bình Hưng Hòa,Đường Số 10,40.0,4.0,5.0,,,2.0,,,,,4.1
Hồ Chí Minh,Quận 8,Phường 9,Đường Nguyễn Duy,25.6,3.2,3.0,Đông - Nam,,3.0,3.0,3.0,Have certificate,,3.4
Bình Dương,Dĩ An,Phường Tân Bình,Đường Bùi Thị Xuân,60.0,6.2,8.0,,,2.0,3.0,2.0,Have certificate,Full,3.1
Hà Nội,Thanh Trì,Xã Hữu Hòa,Đường Tả Thanh Oai,40.0,,,,,5.0,,,,,4.5
Hồ Chí Minh,Quận 12,,Phường Thạnh Lộc,68.0,,,,,,,,Have certificate,,6.35
Hồ Chí Minh,Bình Thạnh,Phường 26,Đường Xô Viết Nghệ Tĩnh,34.0,4.0,3.0,Tây - Nam,Tây - Nam,2.0,2.0,2.0,Have certificate,Basic,4.75
Hồ Chí Minh,Quận 9,Phường Long Thạnh Mỹ,Dự án The Beverly Solari - Vinhomes Grand Park,41.0,,,,,,,,Sale contract,,5.94
Hồ Chí Minh,Tân Bình,Phường 13,Đường Nguyễn Hồng Đào,80.0,8.0,8.0,,,4.0,5.0,4.0,Have certificate,Full,9.0
Hà Nội,Bắc Từ Liêm,Phường Cổ Nhuế 2,Đường Cổ Nhuế,35.0,3.5,,,,5.0,4.0,4.0,Have certificate,Full,5.4
Hồ Chí Minh,Quận 2,,Phường Bình Trưng Tây,105.0,,,,,2.0,4.0,4.0,Have certificate,Full,7.7
Hồ Chí Minh,Quận 2,Phường Thạnh Mỹ Lợi,Đường Nguyễn Thị Định,80.0,5.1,7.0,,,3.0,4.0,5.0,Have certificate,Full,9.7
